Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
2136,Paul Pogba,FRA,CM,Juventus,Serie A,30,1993,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,35,77.1,425,113,13,14,92.9,11,13,84.6,2,4,50.0,0.1,0.0,1,5,2,0,32,3,1,1,1,0,0,0,0,0,0,2,2,3.33,2,0,0,0,0,1,1.67,1,0,0,0,0,0,1,1,0,1,0,1,100.0,0,0,1,2,1,0,43,1,2,1,50.0,1,50.0,23,0,2,0,32,27,1.6,0,0,2,27,1,2.0,2,0,2,3.33,2.77,1.2,0.2,1.1,1.77,1.14,0,3,0,0,0,4,1,100.0
2137,Ole Pohlmann,GER,CM,Dortmund,Bundesliga,22,2001,2,0,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,1,0,0.0,1.67,0.0,0.0,0.0,17.1,0,0.05,-0.1,-0.1,13,20,65.0,164,2,9,9,100.0,3,5,60.0,0,4,0.0,0.0,-0.1,1,0,0,0,17,3,0,0,3,0,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,50.0,1,0,0,1,1,0,31,1,2,1,50.0,1,50.0,19,1,3,1,20,27,1.8,0,0,2,27,3,0.5,0,0,0,0.0,-0.75,0.2,0.4,-0.2,-0.36,-0.71,0,0,0,0,0,3,1,100.0
2138,Matteo Politano,ITA,RW,Napoli,Serie A,29,1993,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,113,164,216,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43,72,15,20.8,2.75,0.57,0.08,0.4,21.5,4,0.07,0.9,1.2,994,1292,76.9,16623,5282,526,581,90.5,315,403,78.2,115,207,55.6,6.0,0.4,71,75,76,23,1137,145,2,31,135,38,65,30,13,2,10,43,142,5.41,100,16,6,6,0,15,0.57,10,2,2,0,1,0,19,8,8,7,4,11,32.4,23,8,15,34,11,1,1550,14,86,31,37.3,39,47.0,944,22,45,24,1155,64,69.0,70,1,6,34,0,1.41,39,34,5,0.19,0.02,40.7,27.6,13.1,0.5,-0.34,0,11,1,0,0,91,3,20.0
2139,Sebastian Polter,GER,CF,Darmstadt 98,Bundesliga,32,1991,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5,13,26,0.0,0.2,0.2,0.0,0.2,0.2,0.11,0.31,0.2,0.31,10,3,30.0,2.02,0.61,0.0,0.0,11.9,0,0.1,-1.0,-1.0,65,112,58.0,872,241,31,52,59.6,26,39,66.7,1,1,100.0,0.5,0.4,3,5,2,1,103,7,0,0,4,0,0,0,0,0,2,7,10,2.02,7,1,0,1,0,2,0.4,2,0,0,0,0,0,1,0,1,0,0,0,0.0,1,4,0,1,4,0,161,6,23,2,40.0,3,60.0,80,1,16,7,133,50,14.6,80,1,5,26,0,0.33,4,12,-8,-1.61,0.04,5.0,12.1,-7.1,-1.43,-0.27,0,9,0,0,0,7,20,58.8
2140,Julien Ponceau,FRA,AM,Lorient,Ligue 1,22,2000,32,27,2244,24.9,3,2,5,3,0,0,5,0,3.3,3.3,2.7,6.0,106,154,152,0.12,0.08,0.2,0.12,0.2,0.13,0.11,0.24,0.13,0.24,33,13,39.4,1.32,0.52,0.09,0.23,19.9,0,0.1,-0.3,-0.3,1014,1200,84.5,15686,3946,516,575,89.7,377,424,88.9,69,106,65.1,1.9,-0.7,35,84,30,3,1126,66,2,4,49,16,23,8,15,0,8,29,83,3.33,58,7,7,4,1,8,0.32,6,0,0,2,0,0,32,15,12,14,6,9,30.0,21,21,19,51,20,0,1471,30,52,42,49.4,38,44.7,1139,14,47,41,1058,70,73.3,79,12,5,23,2,0.81,29,52,-23,-0.92,-0.92,26.4,41.1,-14.7,-0.59,-0.31,0,30,0,0,0,145,10,26.3
2141,Marin Pongračić,CRO,CB,Lecce,Serie A,25,1997,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45,134,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,13,3,23.1,0.36,0.08,0.0,0.0,13.5,0,0.09,-1.2,-1.2,1583,1872,84.6,34979,12707,363,424,85.6,931,1012,92.0,272,395,68.9,0.6,-0.4,11,119,5,0,1701,166,0,10,1,5,0,0,0,0,5,9,32,0.89,24,3,1,1,2,2,0.06,2,0,0,0,0,0,43,30,22,20,1,19,76.0,6,11,51,94,130,1,2191,322,23,15,65.2,4,17.4,1325,1,15,3,1325,89,94.1,89,35,0,0,0,1.06,32,48,-16,-0.45,2.24,40.9,48.6,-7.7,-0.22,0.91,1,57,0,0,0,183,59,60.8
2142,Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,15,15,1345,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.07,0.0,0.0,0.0,14.3,0,0.03,0.0,0.0,307,399,76.9,7910,4836,59,60,98.3,168,172,97.7,79,165,47.9,0.0,0.0,0,5,0,0,274,125,0,0,0,0,0,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,7,2,434,366,1,0,0.0,0,0.0,217,0,0,0,172,90,39.3,90,14,0,0,3,1.93,36,16,20,1.34,1.21,31.5,15.1,16.4,1.1,1.17,0,0,0,0,0,13,3,75.0
2143,Pedro Porro,ESP,RB,Tottenham,Premier League,23,1999,35,35,3089,34.3,3,7,10,3,0,0,3,0,2.9,2.9,7.2,10.1,57,194,158,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,53,12,22.6,1.54,0.35,0.06,0.25,21.0,4,0.06,0.1,0.1,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,6.0,-0.2,51,135,48,10,1907,451,14,11,198,295,100,36,36,1,11,68,107,3.12,66,28,4,4,0,12,0.35,9,3,0,0,0,0,91,63,43,34,14,62,51.7,58,45,34,125,102,3,2786,161,69,26,45.6,24,42.1,1369,10,37,15,1670,88,90.3,88,31,0,0,1,1.77,66,54,12,0.35,0.08,61.9,57.8,4.1,0.12,-0.05,0,37,0,1,0,199,15,51.7
2144,Portu,ESP,RW,Getafe,La Liga,31,1992,3,0,97,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,1,1,100.0,0.93,0.93,0.0,0.0,8.5,0,0.16,-0.2,-0.2,17,23,73.9,226,115,8,10,80.0,5,6,83.3,1,1,100.0,0.3,-0.2,2,1,2,0,21,2,0,0,2,0,1,0,1,0,0,2,2,1.86,1,1,0,0,0,0,0.0,0,0,0,0,0,0,5,3,4,0,1,5,83.3,1,0,0,5,0,0,36,0,4,0,0.0,3,100.0,17,0,2,1,23,32,2.8,0,0,3,32,0,1.33,1,1,0,0.0,0.33,1.8,1.8,0.0,-0.01,0.21,0,0,0,0,0,4,1,25.0
2145,Portu,ESP,RW,Girona,La Liga,31,1992,33,11,1188,13.2,7,5,12,7,0,0,3,0,3.4,3.4,3.5,6.8,32,32,96,0.53,0.38,0.91,0.53,0.91,0.26,0.26,0.52,0.26,0.52,21,10,47.6,1.59,0.76,0.33,0.7,11.5,0,0.16,3.6,3.6,232,308,75.3,3208,778,128,154,83.1,83,99,83.8,7,19,36.8,2.2,1.5,16,13,9,2,291,14,4,0,19,0,2,0,2,0,3,15,29,2.2,22,1,2,2,0,9,0.68,7,0,1,0,1,0,18,13,3,10,5,3,16.7,15,8,4,22,6,0,426,4,55,4,21.1,14,73.7,270,10,23,15,314,36,34.7,68,1,22,20,2,2.12,35,15,20,1.52,0.75,25.5,16.5,9.0,0.68,0.38,0,18,1,0,0,37,7,26.9
2146,Stefan Posch,AUT,CB,Bologna,Serie A,26,1997,31,29,2409,26.8,1,2,3,1,0,0,7,0,1.2,1.2,2.1,3.3,44,123,64,0.04,0.07,0.11,0.04,0.11,0.04,0.08,0.12,0.04,0.12,18,4,22.2,0.67,0.15,0.06,0.25,19.3,0,0.07,-0.2,-0.2,1712,2082,82.2,28051,10439,845,909,93.0,725,807,89.8,110,261,42.1,1.9,-0.1,22,144,21,7,1779,298,0,7,39,248,0,0,0,0,5,48,44,1.64,36,5,1,0,0,4,0.15,3,0,0,1,0,0,77,46,35,38,4,49,55.7,39,19,18,95,72,0,2358,117,33,11,42.3,13,50.0,1410,4,29,12,1618,78,70.4,80,18,2,38,1,1.81,36,24,12,0.45,-0.44,31.5,23.0,8.5,0.32,0.1,0,30,0,0,0,109,34,54.0
2147,Yussuf Poulsen,DEN,CF,RB Leipzig,Bundesliga,29,1994,28,12,1217,13.5,5,2,7,5,0,0,0,0,5.7,5.7,1.0,6.8,11,16,78,0.37,0.15,0.52,0.37,0.52,0.43,0.08,0.5,0.43,0.5,29,16,55.2,2.14,1.18,0.17,0.31,10.6,0,0.2,-0.7,-0.7,207,289,71.6,2552,622,130,164,79.3,48,66,72.7,6,10,60.0,2.3,1.0,13,8,5,2,272,14,3,0,4,2,0,0,0,0,3,13,37,2.74,25,0,4,4,0,5,0.37,4,0,1,0,0,0,13,8,1,9,3,4,28.6,10,10,4,17,15,0,424,16,62,12,54.5,7,31.8,257,5,25,20,317,43,39.8,75,2,16,20,3,1.75,34,15,19,1.41,0.48,29.3,17.1,12.2,0.9,0.25,0,22,1,0,0,42,19,35.8
2148,José Pozo,ESP,AM,Rayo Vallecano,La Liga,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,11,100.0,142,15,7,7,100.0,4,4,100.0,0,0,0.0,0.0,0.0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,100.0,0,1,0,1,0,0,16,0,0,0,0.0,0,0.0,11,0,4,0,12,10,0.6,0,0,2,10,29,1.0,0,0,0,0.0,0.5,0.0,0.1,-0.1,-0.56,-0.5,0,1,0,0,0,0,0,0.0
2149,Alejandro Pozo Pozo,ESP,RB,Almería,La Liga,24,1999,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22,44,62,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,4,3,75.0,0.37,0.28,0.0,0.0,23.3,0,0.1,-0.4,-0.4,443,598,74.1,7276,2929,238,272,87.5,157,211,74.4,37,77,48.1,0.8,-0.6,13,36,15,8,481,112,1,1,41,103,0,0,0,0,5,20,25,2.31,18,3,1,1,0,3,0.28,1,1,0,1,0,0,19,12,11,6,2,12,60.0,8,10,7,26,21,0,708,28,11,1,7.1,12,85.7,353,3,16,4,410,46,28.5,82,4,12,20,15,0.43,8,24,-16,-1.48,-0.89,11.0,21.8,-10.8,-1.0,-0.92,0,16,0,0,0,50,5,35.7
2150,Beñat Prados,ESP,CM,Athletic Club,La Liga,22,2001,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,23,87,30,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,7,4,57.1,0.43,0.25,0.0,0.0,18.5,0,0.07,-0.5,-0.5,667,811,82.2,10307,2698,351,394,89.1,273,329,83.0,26,46,56.5,1.0,-0.5,10,69,10,2,771,34,5,3,10,13,0,0,0,0,6,9,21,1.3,20,0,0,0,0,1,0.06,1,0,0,0,0,0,45,28,11,23,11,23,54.8,19,27,23,68,27,0,990,30,14,12,63.2,6,31.6,536,1,19,19,613,56,42.4,79,5,10,19,12,1.65,26,15,11,0.68,0.09,21.5,19.2,2.3,0.14,-0.28,0,29,0,1,0,102,28,48.3
2151,Matteo Prati,ITA,DM,Cagliari,Serie A,19,2003,26,19,1972,21.9,1,1,2,1,0,0,4,0,2.0,2.0,0.8,2.8,8,66,17,0.05,0.05,0.09,0.05,0.09,0.09,0.03,0.13,0.09,0.13,36,10,27.8,1.64,0.46,0.03,0.1,22.6,2,0.06,-1.0,-1.0,560,755,74.2,9877,2794,231,275,84.0,273,338,80.8,47,98,48.0,1.2,0.2,14,59,14,4,705,43,3,0,15,4,2,0,2,0,7,22,51,2.33,42,2,1,1,1,4,0.18,4,0,0,0,0,0,45,25,15,27,3,26,61.9,16,23,15,60,26,1,945,33,22,4,44.4,5,55.6,407,1,15,7,522,76,57.7,87,14,7,46,12,0.88,25,44,-19,-0.87,-0.43,26.8,33.7,-6.9,-0.32,-0.03,0,19,0,0,0,115,9,40.9
2152,Abdón Prats,ESP,CF,Mallorca,La Liga,30,1992,34,11,1270,14.1,6,1,7,6,0,0,4,0,3.2,3.2,2.4,5.6,9,26,49,0.43,0.07,0.5,0.43,0.5,0.23,0.17,0.4,0.23,0.4,33,14,42.4,2.34,0.99,0.18,0.43,14.8,2,0.1,2.8,2.8,132,240,55.0,2042,475,73,110,66.4,42,71,59.2,12,23,52.2,1.2,-1.4,14,12,8,0,228,11,5,3,8,0,2,1,1,0,1,14,23,1.63,16,1,1,1,1,3,0.21,3,0,0,0,0,0,6,4,2,2,2,3,60.0,2,3,2,8,12,0,376,16,43,8,44.4,10,55.6,183,5,41,10,266,37,37.1,68,3,23,23,4,1.03,16,15,1,0.07,0.57,16.6,15.5,1.1,0.08,0.23,0,18,0,0,0,30,39,39.4
2153,Sanjin Prcić,BIH,CM,Strasbourg,Ligue 1,29,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.01,0.23,0.24,0.01,0.24,1,0,0.0,1.02,0.0,0.0,0.0,27.6,0,0.01,0.0,0.0,44,47,93.6,941,265,15,16,93.8,20,21,95.2,7,7,100.0,0.0,-0.2,3,5,0,0,42,4,0,1,0,0,0,0,0,0,1,0,4,4.09,4,0,0,0,0,1,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,3,3,1,0,54,0,0,0,0.0,0,0.0,40,0,1,0,36,29,2.9,80,0,2,4,4,2.0,2,0,2,2.05,2.47,2.6,1.0,1.7,1.69,1.85,0,0,0,0,0,5,0,0.0
2154,Grischa Prömel,GER,CM,Hoffenheim,Bundesliga,28,1995,28,27,2139,23.8,4,5,9,4,0,0,10,1,3.8,3.8,2.8,6.6,35,96,60,0.17,0.21,0.38,0.17,0.38,0.16,0.12,0.28,0.16,0.28,26,8,30.8,1.09,0.34,0.15,0.5,15.5,0,0.15,0.2,0.2,802,983,81.6,12526,2950,414,470,88.1,317,360,88.1,47,87,54.0,2.2,2.2,21,74,17,2,963,17,6,5,10,3,0,0,0,0,3,27,44,1.85,33,0,2,3,2,8,0.34,7,0,0,1,0,0,32,18,11,15,6,14,43.8,18,16,22,54,36,0,1209,54,36,12,38.7,15,48.4,672,1,32,25,841,76,69.9,78,15,1,33,0,1.43,45,44,1,0.04,0.14,40.4,38.5,2.0,0.08,0.97,1,33,0,0,0,127,16,41.0
2155,Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30,30,2699,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,835,1022,81.7,22233,15095,166,166,100.0,350,353,99.2,316,494,64.0,0.0,0.0,0,9,1,0,790,227,0,3,0,0,0,0,0,0,5,0,3,0.1,2,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,33.3,2,0,0,1,12,1,1092,925,0,1,50.0,1,50.0,614,0,1,0,603,90,78.9,90,29,0,0,2,1.4,35,33,2,0.07,-0.93,35.0,34.0,1.0,0.03,-0.41,0,0,0,0,0,36,3,100.0
2156,Marc Pubill,ESP,RB,Almería,La Liga,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,59,36,85,0.05,0.14,0.19,0.05,0.19,0.03,0.07,0.1,0.03,0.1,20,5,25.0,0.96,0.24,0.05,0.2,20.8,0,0.04,0.3,0.3,686,958,71.6,10815,4008,359,416,86.3,266,361,73.7,42,119,35.3,1.2,1.5,21,39,11,10,743,213,0,3,68,187,0,0,0,0,2,32,42,2.01,34,1,2,0,1,4,0.19,4,0,0,0,0,0,47,23,35,8,4,22,56.4,17,12,15,62,83,1,1250,112,33,33,50.8,23,35.4,580,7,33,14,645,82,55.1,84,15,1,25,1,0.7,26,36,-10,-0.48,0.81,27.2,28.7,-1.5,-0.07,0.59,0,21,0,0,0,93,25,55.6
2157,Gustavo Puerta,COL,CM,Leverkusen,Bundesliga,20,2003,7,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,8,1,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.34,0.18,0.34,2,0,0.0,3.91,0.0,0.0,0.0,24.5,0,0.05,-0.1,-0.1,39,42,92.9,596,209,20,21,95.2,16,17,94.1,3,4,75.0,0.1,-0.1,1,4,1,0,40,2,0,0,1,0,1,0,1,0,0,0,2,3.91,2,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3,2,2,1,1,50.0,1,2,0,5,0,0,53,2,0,1,100.0,0,0.0,37,0,1,0,39,7,1.5,0,0,7,7,21,3.0,4,0,4,7.83,6.0,3.4,0.6,2.9,5.62,4.4,0,2,0,0,0,4,1,50.0
2158,Antonio Puertas,ESP,RW,Granada,La Liga,31,1992,27,6,730,8.1,0,2,2,0,0,2,3,1,3.2,1.6,0.6,2.2,18,22,46,0.0,0.25,0.25,0.0,0.25,0.39,0.08,0.47,0.2,0.27,17,4,23.5,2.1,0.49,0.0,0.0,16.0,0,0.09,-3.2,-1.6,154,214,72.0,2256,553,80,103,77.7,48,68,70.6,11,20,55.0,0.6,1.4,10,13,8,3,200,12,2,1,20,7,0,0,0,0,2,6,29,3.57,15,0,4,6,1,1,0.12,1,0,0,0,0,0,12,8,6,5,1,6,40.0,9,5,6,18,4,0,321,3,33,15,48.4,15,48.4,210,7,24,11,218,27,21.3,74,1,21,14,5,0.39,14,23,-9,-1.11,-0.04,11.6,14.8,-3.2,-0.39,0.23,0,21,1,0,0,30,13,36.1
2159,Arnau Puigmal,ESP,CM,Almería,La Liga,22,2001,11,3,255,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,4,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,65,93,69.9,976,349,42,46,91.3,16,22,72.7,5,17,29.4,0.2,-0.3,3,6,4,1,80,13,0,0,14,5,5,3,2,0,0,3,4,1.42,2,2,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,1,33.3,2,3,3,5,2,0,122,2,2,2,28.6,4,57.1,76,0,7,2,78,23,7.5,58,0,8,10,8,0.27,4,4,0,0.0,0.91,4.3,6.4,-2.1,-0.76,-0.46,0,7,0,1,0,16,1,25.0
2160,Christian Pulisic,USA,RW,Milan,Serie A,24,1998,36,32,2602,28.9,12,8,20,12,0,0,2,0,8.0,8.0,4.8,12.8,131,87,293,0.42,0.28,0.69,0.42,0.69,0.28,0.16,0.44,0.28,0.44,65,31,47.7,2.25,1.07,0.18,0.39,15.7,0,0.12,4.0,4.0,832,1074,77.5,11830,2542,483,555,87.0,282,348,81.0,32,63,50.8,4.5,3.2,44,42,43,18,1035,36,3,2,101,12,21,5,13,0,3,48,90,3.11,59,9,8,6,2,17,0.59,13,0,2,0,1,1,35,26,14,11,10,17,56.7,13,19,10,45,10,1,1389,15,128,47,38.5,54,44.3,995,46,70,33,1112,72,76.1,77,11,4,34,0,2.06,62,31,31,1.07,1.51,50.7,29.6,21.1,0.73,0.77,0,19,1,0,0,100,16,38.1
2161,George Pușcaș,ROU,CF,Genoa,Serie A,27,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,11,5,45.5,5.18,2.36,0.0,0.0,12.9,0,0.19,-2.1,-2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0.0,0.1,-0.1,1,3,1,0,58,3,0,0,0,0,0,0,0,0,0,3,5,2.37,3,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1,0,0,1,0,92,2,17,1,33.3,2,66.7,58,3,10,6,75,24,5.6,90,1,7,14,11,0.63,1,5,-4,-1.88,-2.0,3.7,1.9,1.8,0.85,1.1,0,1,0,0,0,9,12,60.0
2162,Jarell Quansah,ENG,CB,Liverpool,Premier League,20,2003,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,13,67,1,0.15,0.0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,6,4,66.7,0.45,0.3,0.33,0.5,10.6,0,0.17,1.0,1.0,1038,1172,88.6,18672,6199,368,392,93.9,595,633,94.0,61,115,53.0,0.2,-0.1,3,69,1,0,1147,22,1,5,0,4,0,0,0,0,3,2,13,0.98,13,0,0,0,0,1,0.08,1,0,0,0,0,0,25,22,17,7,1,14,70.0,6,8,17,42,39,1,1284,92,8,4,57.1,3,42.9,894,0,3,2,952,70,34.8,87,10,4,16,17,2.35,31,15,16,1.21,0.04,32.5,13.9,18.6,1.4,0.46,0,10,0,1,0,72,45,67.2
2163,Domingos Quina,POR,CM,Udinese,Serie A,23,1999,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,100.0,13,10,1,1,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,1,0,0,2,0,0,0,0.0,0,0.0,1,0,0,0,0,7,0.4,0,0,2,7,15,1.0,0,0,0,0.0,0.42,0.0,0.0,0.0,0.0,0.26,0,0,0,0,0,1,0,0.0
2164,Adrien Rabiot,FRA,CM,Juventus,Serie A,28,1995,31,30,2651,29.5,5,3,8,5,0,0,8,0,3.5,3.4,4.1,7.4,72,120,106,0.17,0.1,0.27,0.17,0.27,0.12,0.14,0.26,0.11,0.25,38,16,42.1,1.29,0.54,0.13,0.31,16.9,0,0.09,1.5,1.6,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,4.0,-1.1,26,103,23,10,1167,40,3,7,45,25,0,0,0,0,4,27,64,2.17,54,0,2,4,0,5,0.17,4,0,1,0,0,0,58,39,22,30,6,30,66.7,15,20,25,83,34,0,1525,69,79,28,51.9,21,38.9,893,10,52,19,1027,86,77.5,87,28,1,33,0,1.9,37,24,13,0.44,-0.73,41.2,23.8,17.4,0.59,-0.24,0,44,0,0,0,150,54,57.4
2165,Uroš Račić,SRB,DM,Sassuolo,Serie A,25,1998,22,8,820,9.1,1,1,2,1,0,0,1,0,0.8,0.8,0.3,1.1,5,37,11,0.11,0.11,0.22,0.11,0.22,0.09,0.03,0.13,0.09,0.13,17,4,23.5,1.87,0.44,0.06,0.25,24.3,2,0.05,0.2,0.2,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9,0.3,0.7,6,30,4,0,391,5,1,7,2,1,0,0,0,0,0,4,17,1.86,13,0,0,1,0,3,0.33,2,0,0,1,0,0,10,4,6,4,0,0,0.0,9,9,7,17,22,0,481,30,5,6,85.7,1,14.3,240,0,9,6,310,37,24.0,69,1,14,19,10,0.73,5,21,-16,-1.76,-1.2,6.0,16.5,-10.4,-1.14,-0.75,0,6,0,0,0,50,12,48.0
2166,Nemanja Radonjić,SRB,LW,Torino,Serie A,27,1996,10,4,374,4.2,3,0,3,3,0,0,1,0,1.7,1.7,0.2,1.9,11,7,24,0.72,0.0,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46,12,5,41.7,2.89,1.2,0.25,0.6,16.6,0,0.14,1.3,1.3,57,89,64.0,838,199,33,46,71.7,16,23,69.6,5,10,50.0,0.3,-0.2,3,4,3,2,86,2,0,1,11,2,0,0,0,0,1,5,9,2.17,5,0,2,0,0,1,0.24,0,0,1,0,0,0,1,1,0,0,1,1,33.3,2,3,0,1,0,0,140,0,15,10,43.5,11,47.8,92,6,15,3,111,37,10.9,61,0,6,22,6,1.4,6,5,1,0.24,0.27,3.8,4.5,-0.7,-0.17,-0.19,0,1,0,0,0,13,0,0.0
2167,Nemanja Radonjić,SRB,LW,Mallorca,La Liga,27,1996,11,4,353,3.9,0,0,0,0,0,0,0,0,1.6,1.6,0.6,2.2,23,12,43,0.0,0.0,0.0,0.0,0.0,0.4,0.16,0.55,0.4,0.55,10,7,70.0,2.55,1.78,0.0,0.0,17.5,0,0.16,-1.6,-1.6,78,119,65.5,1304,465,41,55,74.5,25,34,73.5,9,21,42.9,0.7,-0.6,7,9,5,4,107,12,0,1,20,3,6,0,6,0,0,3,19,4.84,8,2,6,0,0,1,0.25,0,0,1,0,0,0,4,2,1,3,0,1,25.0,3,2,3,7,3,0,181,0,19,21,63.6,11,33.3,110,13,13,5,128,32,10.3,58,0,7,18,4,1.18,4,1,3,0.76,1.18,4.6,3.1,1.6,0.4,0.52,0,1,0,0,0,13,3,75.0
