Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls2,Ast3,G+A4,G-PK5,G+A-PK,xG6,xAG7,xG+xAG,npxG8,npxG+xAG9,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp2,Att3,Cmp%4,Cmp5,Att6,Cmp%7,Cmp8,Att9,Cmp%10,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive2,PassDead3,TO4,Sh5,Fld6,Def7,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl2,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off2,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
34,Lucien Agoume,FRA,DM,Sevilla,La Liga,21,2002,12,9,777,8.6,0,0,0,0,0,0,3,0,0.9,0.9,0.6,1.5,7,35,9,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,6,2,33.3,0.69,0.23,0.0,0.0,13.2,0,0.14,-0.9,-0.9,301,360,83.6,5285,1424,141,163,86.5,120,135,88.9,31,42,73.8,0.3,-0.6,9,36,5,1,356,4,1,2,2,0,0,0,0,0,0,6,21,2.43,19,0,2,0,0,1,0.12,1,0,0,0,0,0,23,18,7,14,2,9,75.0,3,5,7,30,8,0,430,17,12,7,87.5,1,12.5,221,2,4,4,273,65,22.7,79,5,3,22,1,1.42,11,12,-1,-0.12,0.05,11.5,14.6,-3.1,-0.36,-0.09,0,19,0,0,0,48,9,56.3
35,Felix Agu,GER,LB,Werder Bremen,Bundesliga,23,1999,24,19,1614,17.9,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,32,32,90,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,11,0,0.0,0.61,0.0,0.0,0.0,19.5,0,0.08,-0.9,-0.9,488,669,72.9,7657,2921,246,292,84.2,203,253,80.2,27,67,40.3,1.4,-0.6,7,18,16,7,538,128,0,2,46,124,1,0,0,0,3,30,24,1.34,16,1,0,7,0,3,0.17,0,0,0,0,3,0,45,29,28,13,4,29,70.7,12,20,13,58,41,0,886,61,24,14,40.0,17,48.6,460,7,32,10,495,67,52.7,81,4,5,14,5,1.42,21,23,-2,-0.11,0.14,22.5,28.7,-6.3,-0.35,-0.14,0,15,3,0,0,71,15,38.5
36,Nayef Aguerd,MAR,CB,West Ham,Premier League,27,1996,21,21,1857,20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,14,3,21.4,0.68,0.15,0.07,0.33,10.8,0,0.11,-0.5,-0.5,943,1177,80.1,19870,8804,335,360,93.1,452,493,91.7,143,297,48.1,0.4,-0.3,4,74,2,0,1100,75,1,29,5,6,0,0,0,0,2,5,14,0.68,12,1,0,0,0,0,0.0,0,0,0,0,0,0,26,14,19,7,0,16,72.7,6,9,17,43,85,2,1373,187,21,3,60.0,2,40.0,861,0,10,2,912,88,54.3,88,19,0,0,4,1.19,26,44,-18,-0.87,-1.1,25.0,38.2,-13.2,-0.64,-0.32,1,10,0,1,0,102,48,60.0
37,Ruben Aguilar,FRA,RB,Lens,Ligue 1,30,1993,25,22,1922,21.4,1,3,4,1,0,0,3,0,1.4,1.4,2.9,4.3,36,110,162,0.05,0.14,0.19,0.05,0.19,0.07,0.14,0.2,0.07,0.2,12,4,33.3,0.56,0.19,0.08,0.25,16.1,0,0.12,-0.4,-0.4,1044,1282,81.4,15383,5987,594,666,89.2,369,443,83.3,44,93,47.3,4.0,0.1,26,73,42,14,1094,185,3,1,75,168,0,0,0,0,3,35,47,2.2,43,1,1,0,0,5,0.23,5,0,0,0,0,0,53,31,27,23,3,27,60.0,18,30,26,79,46,0,1533,64,38,6,30.0,12,60.0,1039,2,31,10,970,77,62.8,86,16,3,13,3,1.8,33,19,14,0.66,1.13,37.1,30.6,6.5,0.31,0.24,0,20,0,1,0,106,24,51.1
38,Brandon Aguilera,CRC,AM,Nott'ham Forest,Premier League,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,8,50.0,48,23,3,6,50.0,1,2,50.0,0,0,0.0,0.0,0.0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,1,0,0,0.0,0,0.0,4,0,0,0,6,5,0.1,0,0,1,5,3,0.0,0,0,0,0.0,0.47,0.0,0.0,0.0,0.0,0.09,0,3,0,0,0,0,0,0.0
39,Naouirou Ahamada,FRA,CM,Crystal Palace,Premier League,21,2002,20,0,349,3.9,0,0,0,0,0,0,4,1,0.5,0.5,0.0,0.5,19,25,20,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,9,2,22.2,2.32,0.52,0.0,0.0,20.4,0,0.05,-0.5,-0.5,150,187,80.2,2455,628,76,89,85.4,59,69,85.5,10,14,71.4,0.1,0.0,1,12,0,0,183,4,0,0,6,2,0,0,0,0,0,8,9,2.3,9,0,0,0,0,3,0.77,3,0,0,0,0,0,13,9,5,6,2,8,47.1,9,3,2,15,4,0,240,6,8,7,53.8,5,38.5,150,4,8,11,169,17,10.2,0,0,20,17,14,0.85,13,14,-1,-0.26,-0.26,10.0,8.6,1.4,0.35,0.49,1,9,0,0,0,30,3,50.0
40,Anel Ahmedhodžić,BIH,CB,Sheffield Utd,Premier League,24,1999,31,29,2649,29.4,2,0,2,2,0,0,11,1,3.1,3.1,0.8,4.0,15,43,21,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,19,5,26.3,0.65,0.17,0.11,0.4,11.9,0,0.17,-1.1,-1.1,749,993,75.4,12780,5078,334,386,86.5,348,425,81.9,54,137,39.4,0.6,-0.8,7,41,3,1,955,36,1,2,6,25,0,0,0,0,2,20,26,0.88,23,0,0,0,0,1,0.03,0,0,0,1,0,0,64,36,48,14,2,30,61.2,19,17,34,98,137,2,1336,229,33,11,52.4,9,42.9,606,3,14,11,697,85,77.5,89,27,2,34,0,0.35,28,89,-61,-2.07,-1.14,31.9,61.5,-29.5,-1.0,0.02,1,34,0,0,0,106,52,59.1
41,Joseph Aidoo,GHA,CB,Celta Vigo,La Liga,27,1995,6,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,12,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,3,0,0.0,0.66,0.0,0.0,0.0,15.8,0,0.03,-0.1,-0.1,145,185,78.4,2918,1187,41,46,89.1,84,102,82.4,19,35,54.3,0.0,-0.1,1,8,1,0,175,10,1,0,0,4,0,0,0,0,0,0,6,1.33,4,0,1,0,0,1,0.22,0,0,0,1,0,0,8,3,6,2,0,4,50.0,4,2,4,12,28,0,240,34,2,2,100.0,0,0.0,133,0,1,2,137,68,11.9,90,4,2,24,3,0.83,3,6,-3,-0.66,-0.42,5.3,7.0,-1.7,-0.38,-0.31,0,4,0,0,0,22,14,60.9
42,Ola Aina,NGA,RB,Nott'ham Forest,Premier League,26,1996,22,20,1692,18.8,1,1,2,1,0,0,3,0,0.3,0.3,0.9,1.2,52,69,37,0.05,0.05,0.11,0.05,0.11,0.01,0.05,0.06,0.01,0.06,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0.02,0.7,0.7,605,803,75.3,9657,4065,329,375,87.7,217,284,76.4,46,99,46.5,1.0,0.1,11,58,13,6,650,150,2,2,28,138,0,0,0,0,3,17,38,2.02,25,5,3,3,1,1,0.05,1,0,0,0,0,0,47,31,31,12,4,29,72.5,11,16,18,65,51,1,1020,62,13,27,60.0,14,31.1,494,11,24,10,539,77,49.5,84,9,2,5,3,1.0,27,39,-12,-0.64,-0.33,23.2,28.6,-5.4,-0.29,-0.39,0,18,0,1,0,97,17,58.6
43,Rayan Aït-Nouri,ALG,LB,Wolves,Premier League,22,2001,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0.14,-1.3,-1.3,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1.7,-1.4,25,60,13,4,1047,138,2,5,41,106,8,5,2,0,5,24,65,2.51,41,9,6,6,0,5,0.19,2,0,0,0,3,0,71,44,41,23,7,28,57.1,21,26,15,86,38,0,1523,56,49,62,53.9,39,33.9,868,8,51,56,1007,71,68.1,76,10,4,30,0,1.21,36,43,-7,-0.27,0.39,32.8,45.5,-12.7,-0.49,0.19,0,25,1,1,0,136,21,45.7
44,Tosin Aiyegun,BEN,CF,Lorient,Ligue 1,25,1998,19,10,902,10.0,2,0,2,2,0,0,0,1,1.8,1.8,0.3,2.1,17,16,52,0.2,0.0,0.2,0.2,0.2,0.18,0.03,0.21,0.18,0.21,11,3,27.3,1.1,0.3,0.18,0.67,22.7,0,0.17,0.2,0.2,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,66.7,0.3,-0.3,7,7,2,0,193,7,0,0,8,1,0,0,0,0,3,4,13,1.3,12,0,0,1,0,1,0.1,0,0,0,0,1,0,6,4,2,3,1,3,33.3,6,3,2,8,8,0,291,10,21,12,46.2,13,50.0,227,6,18,13,218,47,29.5,73,2,9,20,3,0.79,15,25,-10,-1.0,-0.46,10.6,16.3,-5.6,-0.56,-0.08,0,13,1,0,0,33,6,37.5
45,Kristoffer Ajer,NOR,CB,Brentford,Premier League,25,1998,28,21,1832,20.4,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,22,61,31,0.1,0.05,0.15,0.1,0.15,0.06,0.11,0.18,0.06,0.18,12,4,33.3,0.59,0.2,0.17,0.5,9.9,0,0.11,0.7,0.7,610,810,75.3,10210,3786,291,337,86.4,263,332,79.2,45,103,43.7,2.7,-1.3,12,56,10,3,730,79,1,9,22,65,0,0,0,0,1,11,27,1.33,24,0,1,0,0,3,0.15,3,0,0,0,0,0,38,21,25,9,4,23,63.9,13,15,25,63,79,1,1042,112,58,10,83.3,2,16.7,464,5,16,6,563,65,53.6,84,13,7,11,1,1.14,28,33,-5,-0.25,-0.02,32.5,29.6,2.9,0.14,0.18,0,25,0,0,0,60,63,73.3
46,Ludovic Ajorque,FRA,CF,Mainz 05,Bundesliga,29,1994,26,15,1360,15.1,2,0,2,2,0,2,4,0,5.3,3.7,1.0,4.7,5,21,88,0.13,0.0,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,27,6,22.2,1.79,0.4,0.07,0.33,13.1,0,0.14,-3.3,-1.7,318,453,70.2,4546,479,172,241,71.4,105,145,72.4,15,19,78.9,1.6,-1.0,16,21,3,0,423,28,2,4,3,0,0,0,0,0,2,6,37,2.45,29,1,0,5,1,0,0.0,0,0,0,0,0,0,3,2,1,2,0,2,18.2,9,4,4,7,11,0,603,12,85,2,18.2,8,72.7,260,1,42,10,450,52,44.4,80,9,11,14,6,1.04,13,26,-13,-0.86,-0.91,20.6,20.9,-0.2,-0.01,-0.03,0,28,0,0,0,49,78,46.2
47,Manuel Akanji,SUI,CB,Manchester City,Premier League,28,1995,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46,148,36,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,15,5,33.3,0.54,0.18,0.13,0.4,17.0,0,0.13,0.1,0.1,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,1.8,-0.5,13,214,15,2,2261,71,4,15,9,27,0,0,0,0,2,10,55,1.97,45,1,0,2,4,4,0.14,4,0,0,0,0,0,42,28,16,18,8,22,56.4,17,16,23,65,70,3,2544,163,27,2,50.0,2,50.0,1639,3,14,9,1983,84,73.4,88,25,2,23,4,2.4,72,23,49,1.76,0.47,57.1,26.8,30.4,1.09,-0.35,1,17,0,0,0,142,27,50.0
48,Marley Aké,FRA,LW,Udinese,Serie A,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,1,0,1,0,1,10,0.3,0,0,1,10,14,1.0,0,0,0,0.0,0.42,0.0,0.5,-0.5,-4.4,-4.14,0,0,0,0,0,0,0,0.0
49,Nathan Aké,NED,CB,Manchester City,Premier League,28,1995,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,20,5,25.0,0.88,0.22,0.1,0.4,10.8,0,0.12,-0.5,-0.5,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,1.1,0.8,10,148,5,1,1744,118,1,3,11,81,0,0,0,0,2,14,36,1.59,28,0,2,1,1,6,0.26,3,0,1,2,0,0,26,16,15,8,3,13,65.0,7,15,14,40,54,0,2026,105,38,5,50.0,3,30.0,1280,1,8,2,1507,70,59.7,83,19,5,12,6,2.38,55,20,35,1.54,-0.22,43.8,21.6,22.2,0.98,-0.51,0,10,0,0,0,119,46,62.2
50,Ilias Akhomach,MAR,RW,Villarreal,La Liga,19,2004,31,17,1511,16.8,2,2,4,2,0,0,4,0,3.2,3.2,2.6,5.7,68,45,160,0.12,0.12,0.24,0.12,0.24,0.19,0.15,0.34,0.19,0.34,30,7,23.3,1.79,0.42,0.07,0.29,18.1,0,0.11,-1.2,-1.2,372,481,77.3,5109,1318,239,275,86.9,101,133,75.9,14,28,50.0,2.5,-0.6,21,20,24,6,464,14,4,2,29,5,4,1,1,0,3,14,57,3.4,34,2,13,5,1,3,0.18,2,0,1,0,0,0,36,21,11,16,9,10,50.0,10,8,13,49,13,0,745,12,70,57,44.5,59,46.1,491,27,49,36,551,49,44.2,70,2,14,23,6,1.45,26,33,-7,-0.42,-0.75,25.5,29.0,-3.4,-0.2,-0.22,0,41,0,0,0,70,3,30.0
51,Sergio Akieme,ESP,LB,Almería,La Liga,25,1997,19,19,1675,18.6,2,0,2,2,0,0,2,0,1.2,1.2,2.2,3.3,27,28,72,0.11,0.0,0.11,0.11,0.11,0.06,0.12,0.18,0.06,0.18,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0.13,0.8,0.8,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,2.1,-2.2,17,30,14,12,630,169,1,5,57,148,2,0,1,0,2,22,32,1.72,22,3,4,2,0,1,0.05,0,0,0,1,0,0,27,15,18,7,2,13,81.3,3,10,10,37,34,0,959,54,20,21,52.5,18,45.0,498,2,15,16,525,88,49.0,88,18,0,0,1,0.32,17,36,-19,-1.02,-0.35,24.7,33.0,-8.3,-0.45,-0.22,0,18,0,2,0,99,10,40.0
52,Sergio Akieme,ESP,LB,Reims,Ligue 1,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,1.4,1.4,0.4,1.8,20,20,34,0.22,0.0,0.22,0.22,0.22,0.16,0.04,0.2,0.16,0.2,11,2,18.2,1.21,0.22,0.18,1.0,18.3,0,0.13,0.6,0.6,277,350,79.1,4318,1253,148,163,90.8,109,133,82.0,14,37,37.8,0.4,-0.4,6,15,4,2,287,61,0,0,21,57,0,0,0,0,2,8,19,2.09,12,1,3,0,1,1,0.11,0,0,0,1,0,0,11,5,6,3,2,8,72.7,3,6,10,21,25,0,443,36,11,8,44.4,9,50.0,259,3,12,8,239,63,26.7,82,3,5,33,2,1.08,10,7,3,0.33,0.65,10.6,12.4,-1.9,-0.2,-0.2,0,17,0,0,0,40,6,60.0
53,Ebenezer Akinsanmiro,NGA,CM,Inter,Serie A,18,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,8,87.5,83,45,6,6,100.0,1,1,100.0,0,0,0.0,0.0,0.0,1,1,1,0,7,1,0,0,0,0,0,0,0,0,0,0,1,6.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,9,0,0,0,0.0,0,0.0,9,0,1,1,10,15,0.4,0,0,1,15,4,3.0,0,0,0,0.0,-1.77,0.3,0.0,0.3,1.76,0.52,0,0,0,0,0,0,0,0.0
54,Maghnes Akliouche,FRA,RW,Monaco,Ligue 1,21,2002,28,18,1613,17.9,7,4,11,7,0,0,5,0,5.4,5.4,3.5,8.9,46,93,135,0.39,0.22,0.61,0.39,0.61,0.3,0.19,0.49,0.3,0.49,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0.15,1.6,1.6,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,3.4,0.5,38,64,38,3,773,54,8,2,54,3,37,14,8,0,6,24,88,4.91,59,11,6,4,5,9,0.5,7,0,0,0,0,2,37,23,12,20,5,12,33.3,24,21,9,46,3,0,1055,10,79,27,51.9,22,42.3,815,14,41,40,756,58,52.7,78,3,10,20,3,1.93,32,17,15,0.84,0.15,32.4,20.9,11.5,0.64,0.64,0,33,0,0,0,110,4,17.4
55,Paul Akouokou,CIV,DM,Betis,La Liga,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,17,94.1,280,65,7,8,87.5,7,7,100.0,1,1,100.0,0.0,0.0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3,0,2,3,3,100.0,0,2,1,6,1,0,26,2,0,0,0.0,0,0.0,11,0,0,0,15,14,0.8,0,0,2,14,1,1.5,1,1,0,0.0,-0.08,0.5,0.7,-0.2,-0.54,-0.38,0,1,0,0,0,0,0,0.0
56,Paul Akouokou,CIV,DM,Lyon,Ligue 1,25,1997,8,4,307,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2,0,0.0,0.59,0.0,0.0,0.0,15.7,0,0.03,-0.1,-0.1,158,185,85.4,2723,717,61,73,83.6,76,81,93.8,14,19,73.7,0.1,0.0,0,16,0,0,183,2,0,0,0,0,0,0,0,0,0,2,6,1.75,4,0,1,0,1,0,0.0,0,0,0,0,0,0,14,9,2,10,2,6,85.7,1,4,6,20,11,0,231,16,1,3,75.0,0,0.0,168,0,4,1,149,38,10.0,56,0,4,21,7,0.88,1,5,-4,-1.17,-1.11,4.8,5.8,-1.0,-0.28,-0.23,0,9,0,0,0,25,8,61.5
57,Jean-Daniel Akpa-Akpro,CIV,CM,Monza,Serie A,30,1992,19,8,705,7.8,0,0,0,0,0,0,5,0,0.5,0.5,0.1,0.6,11,10,12,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,7,3,42.9,0.89,0.38,0.0,0.0,26.6,0,0.08,-0.5,-0.5,220,263,83.7,3557,826,113,128,88.3,95,104,91.3,12,15,80.0,0.2,-0.1,1,14,0,0,260,3,1,1,1,0,0,0,0,0,0,11,5,0.64,5,0,0,0,0,0,0.0,0,0,0,0,0,0,20,11,14,4,2,3,33.3,6,6,12,32,15,1,348,22,5,3,30.0,3,30.0,189,1,13,7,215,37,20.6,67,1,11,15,15,1.37,9,11,-2,-0.26,0.08,5.9,15.1,-9.2,-1.17,-0.92,0,15,0,1,0,29,5,41.7
58,David Akpan Ankeye,NGA,CF,Genoa,Serie A,21,2002,6,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,0.0,0.4,0.0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1.58,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1,1,0,1,0,0,17,0,1,2,40.0,3,60.0,12,1,2,0,10,10,1.7,0,0,6,10,6,1.33,0,0,0,0.0,0.0,0.3,0.4,-0.1,-0.15,0.04,0,2,0,0,0,4,0,0.0
59,Kevin Akpoguma,NGA,CB,Hoffenheim,Bundesliga,28,1995,17,11,1097,12.2,0,0,0,0,0,0,7,0,0.3,0.3,0.3,0.6,10,55,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,2,0,0.0,0.16,0.0,0.0,0.0,6.8,0,0.15,-0.3,-0.3,611,711,85.9,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,0.4,-0.3,5,71,2,0,680,30,0,2,4,13,0,0,0,0,1,6,16,1.31,13,0,2,1,0,3,0.25,3,0,0,0,0,0,35,18,22,12,1,26,74.3,9,20,18,53,32,0,861,72,5,9,69.2,4,30.8,483,2,10,1,564,65,35.8,86,9,6,26,11,1.35,26,21,5,0.41,0.64,20.2,20.1,0.1,0.01,0.34,0,15,0,1,0,60,25,54.3
60,David Alaba,AUT,CB,Real Madrid,La Liga,31,1992,14,14,1154,12.8,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.6,9,51,13,0.0,0.08,0.08,0.0,0.08,0.08,0.05,0.13,0.08,0.13,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0.07,-1.0,-1.0,810,904,89.6,12977,4997,447,464,96.3,297,330,90.0,49,84,58.3,0.8,0.3,10,56,5,0,835,65,4,7,17,5,12,7,3,0,4,2,18,1.4,13,4,0,0,0,1,0.08,0,1,0,0,0,0,13,9,7,5,1,4,50.0,4,3,15,28,34,0,1004,127,11,0,0.0,0,0.0,699,0,5,1,730,82,33.7,82,12,0,0,1,2.36,23,10,13,1.01,-0.89,21.0,12.9,8.1,0.63,-0.38,0,4,0,0,1,63,10,52.6
61,Luis Alberto,ESP,AM,Lazio,Serie A,30,1992,33,29,2311,25.7,5,7,12,5,0,0,7,0,4.7,4.7,4.7,9.4,83,212,124,0.19,0.27,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4,0.08,0.3,0.3,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,4.8,2.3,64,172,48,4,1452,215,14,6,150,13,114,45,54,0,12,28,118,4.6,81,29,0,0,1,9,0.35,8,1,0,0,0,0,35,20,16,12,7,15,28.3,38,30,7,42,13,0,1904,23,61,25,55.6,16,35.6,1018,10,33,24,1383,70,67.6,77,13,4,18,1,1.55,32,26,6,0.23,-0.09,29.7,28.2,1.5,0.06,-0.19,0,16,0,0,0,140,10,34.5
62,Raúl Albiol,ESP,CB,Villarreal,La Liga,37,1985,26,24,2031,22.6,0,1,1,0,0,0,6,0,0.4,0.4,0.8,1.3,8,62,0,0.0,0.04,0.04,0.0,0.04,0.02,0.04,0.06,0.02,0.06,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0.07,-0.4,-0.4,1095,1272,86.1,22569,8497,295,325,90.8,663,714,92.9,130,206,63.1,0.6,0.2,3,64,1,0,1207,61,0,6,0,3,0,0,0,0,4,8,4,0.18,2,0,0,0,0,1,0.04,1,0,0,0,0,0,25,14,15,9,1,18,66.7,9,7,16,41,102,0,1476,244,14,0,0.0,0,0.0,811,0,10,3,1019,78,59.4,82,18,2,35,4,1.15,34,36,-2,-0.09,-0.22,30.8,37.5,-6.7,-0.3,-0.52,0,21,0,0,0,75,46,61.3
63,Thiago Alcántara,ESP,CM,Liverpool,Premier League,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,10,70.0,130,30,3,3,100.0,3,4,75.0,1,2,50.0,0.0,0.0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,0,0.0,0,0.0,9,0,0,0,9,6,0.2,0,0,1,6,0,0.0,0,1,-1,-15.0,-16.21,0.0,0.0,0.0,-0.62,-1.73,0,0,0,0,0,0,0,0.0
64,Carlos Alcaraz,ARG,CM,Juventus,Serie A,20,2002,10,3,380,4.2,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,6,27,9,0.0,0.24,0.24,0.0,0.24,0.09,0.03,0.12,0.09,0.12,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2,0.03,-0.4,-0.4,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,0.4,0.9,2,20,4,0,155,10,2,1,1,2,1,0,0,0,0,3,6,1.42,6,0,0,0,0,1,0.24,1,0,0,0,0,0,6,6,0,6,0,5,50.0,5,3,5,11,4,0,221,7,12,3,33.3,5,55.6,141,1,8,4,162,38,11.1,75,1,7,22,3,1.4,8,5,3,0.71,0.12,5.5,6.1,-0.6,-0.14,-0.89,0,5,0,0,0,17,2,18.2
65,Rubén Alcaraz,ESP,CM,Cádiz,La Liga,32,1991,36,36,3134,34.8,3,1,4,1,2,2,14,0,3.3,1.7,1.4,3.1,27,154,37,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,0.04,-0.3,-0.7,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1.6,-0.4,23,151,16,3,1462,106,1,42,36,7,8,1,7,0,14,17,75,2.15,52,10,1,2,3,5,0.14,3,0,0,2,0,0,97,59,39,52,6,50,41.3,71,46,33,130,55,2,1970,91,28,10,43.5,11,47.8,997,3,28,27,1135,87,91.6,87,29,0,0,0,0.89,26,48,-22,-0.63,1.57,34.0,46.4,-12.4,-0.36,0.88,0,84,0,0,0,234,47,49.0
